"","SGEN","AK_503","AK_105","AK_110","AK_205","AK_206","AK_207","AK_211","Weight","prespref","no_impeach","mythPID3","faction","IDEO5","ideoparty","pop401","pop402","pop403","pop406","popscale","POP_antielite","POP_antiexpert","POP_nationalID","over50","male2","white","collplus","SEN_R1","SEN_R2","SEN_R3","SEN_Order1","SEN_Order2","h2h_MT","h2h_MC","h2h_CT","HousePref","murkpelt","votestrategy","exp_confidence","exp_easy","exp_benefit","exp_AKsystem","primpref1","primpref2","primpref3","ruleorder"
"604","M",1,1,9,1,1,2,2,0.50953,0,0,1,3,3,2,1,0,-2,2,1,0.625,0,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,3,2,1,2,1,2,1
"605","M",1,1,1,1,1,9,2,1.78131,0,0,2,1,3,3,0,1,1,1,3,0.625,0.75,0.75,0,1,0,1,1,1,1,1,5,1,1,3,1,1,2,1,1,2,1,2,1,2,1
"606","F",1,2,12,2,9,1,2,0.36464,1,1,3,4,5,5,-2,0,1,2,1,0.25,0.75,1,1,1,1,1,2,2,2,2,4,2,3,2,3,0,2,2,NA,2,3,1,1,1,3
"607","F",1,2,10,2,9,1,1,3.02023,1,1,3,5,4,5,-1,2,2,2,5,0.625,1,1,0,1,0,0,2,2,2,2,5,2,3,2,2,0,1,2,3,3,3,1,1,1,3
"608","M",1,1,9,1,1,2,2,0.50953,0,0,2,3,3,3,1,-2,-2,2,-1,0.375,0,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,2,1,2,1
"609","M",1,2,12,2,9,1,2,0.70706,1,1,3,4,4,5,0,-1,1,2,2,0.375,0.75,1,1,1,0,1,2,2,2,2,4,2,3,2,3,0,2,1,3,3,3,1,2,3,4
"610","M",1,1,1,9,9,9,2,1.78131,0,0,3,1,3,4,-1,1,-1,1,0,0.5,0.25,0.75,0,1,0,1,5,5,5,5,5,3,3,3,2,0,2,1,2,3,1,2,1,2,1
"611","F",2,1,4,9,2,2,1,0.4042,0,0,1,2,3,2,-1,-1,-2,2,-2,0.25,0,1,1,0,1,1,3,3,5,3,5,3,2,1,1,0,1,1,1,1,1,2,1,2,1
"612","M",2,1,2,1,1,2,1,1.01831,0,0,1,1,3,2,-2,1,1,0,0,0.375,0.75,0.5,0,0,1,1,1,1,1,1,5,1,1,1,1,1,1,NA,3,2,2,2,1,3,NA
"613","F",2,1,2,1,2,2,2,1.37026,0,0,1,1,3,2,-1,0,-1,1,-1,0.375,0.25,0.75,1,0,0,0,3,3,1,3,1,1,2,1,1,0,2,1,2,2,1,2,1,1,2
"614","F",2,1,9,1,1,2,1,1.23434,0,0,1,3,2,1,-1,-1,-2,1,-3,0.25,0,0.75,0,0,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,2,1,2,2,4
"615","F",2,1,9,1,1,2,1,0.80748,0,0,2,3,3,3,-1,0,0,1,0,0.375,0.5,0.75,1,0,1,0,1,1,1,1,5,1,1,1,1,1,1,1,1,2,1,2,1,2,1
"616","M",1,2,12,2,2,1,1,0.94188,1,1,3,4,4,5,2,1,1,2,6,0.875,0.75,1,1,1,1,0,2,2,2,2,4,2,2,2,2,0,1,1,2,3,3,1,2,1,4
"617","M",5,2,10,2,9,1,3,0.43279,1,1,3,5,4,5,2,1,1,1,5,0.875,0.75,0.75,0,0,1,1,2,2,2,2,5,2,3,2,2,0,3,3,NA,3,3,1,1,1,3
"618","F",1,1,2,1,2,2,3,0.34591,0,0,1,1,2,1,0,-1,0,1,0,0.375,0.5,0.75,1,1,1,1,1,1,1,1,3,1,2,1,1,1,3,1,1,2,1,2,1,2,1
"619","M",1,2,12,2,9,1,1,2.54575,1,0,1,4,3,2,0,0,1,1,2,0.5,0.75,0.75,1,1,0,0,2,2,2,2,5,2,3,2,3,0,1,3,1,3,3,1,2,1,4
"620","F",2,2,10,2,1,1,1,2.40525,1,1,3,5,5,5,-1,-1,-1,2,-1,0.25,0.25,1,0,0,1,0,2,2,2,2,1,2,1,2,3,0,1,2,1,3,1,1,1,2,3
"621","M",1,2,12,2,9,9,1,0.97196,1,1,3,4,4,5,1,1,1,2,5,0.75,0.75,1,0,1,1,0,2,2,2,2,4,2,3,3,2,0,1,3,1,3,3,2,1,1,2
"622","M",1,1,1,1,1,2,3,5.4221,0,0,1,1,2,1,2,1,-2,0,1,0.875,0,0.5,0,1,1,0,1,1,1,1,3,1,1,1,1,1,3,1,1,2,1,2,1,2,1
"623","M",2,1,9,1,1,2,3,1.01831,0,0,1,3,3,2,0,0,-1,2,1,0.5,0.25,1,0,0,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,3,1,2,1,2,1
"624","M",1,2,10,2,1,1,2,0.71054,1,1,3,5,5,5,2,-2,2,2,4,0.5,1,1,1,1,1,0,2,2,2,2,1,2,1,2,3,0,2,1,2,3,3,1,2,1,4
"625","F",1,2,10,1,1,9,9,5.58051,1,0,3,5,4,5,0,0,0,0,0,0.5,0.5,0.5,0,1,0,0,1,1,1,1,5,1,1,3,1,1,NA,NA,NA,2,2,3,3,3,NA
"626","M",1,2,10,2,1,1,1,1.34072,1,1,3,5,5,5,-1,-1,-1,2,-1,0.25,0.25,1,1,1,0,0,2,2,2,2,5,2,1,2,3,0,1,2,1,3,3,1,2,1,4
"627","M",1,2,10,2,9,1,1,0.86128,1,1,3,5,4,5,0,-2,2,2,2,0.25,1,1,1,1,1,0,2,2,2,2,5,2,3,2,3,0,1,1,2,2,2,1,2,1,4
"628","M",2,2,12,2,9,1,2,0.4042,1,1,2,4,3,3,-1,0,2,2,3,0.375,1,1,1,0,1,1,2,2,2,2,4,2,3,2,3,0,2,3,1,3,3,1,2,1,4
"629","F",2,2,1,2,2,1,2,1.9845,1,0,3,1,3,4,-1,0,1,1,1,0.375,0.75,0.75,0,0,1,0,4,2,2,4,2,2,2,2,3,0,2,2,2,3,3,3,1,1,NA
"630","M",2,1,9,1,1,2,2,0.29655,0,0,1,3,3,2,0,-1,1,1,1,0.375,0.75,0.75,1,0,1,1,1,1,1,1,3,1,1,1,1,1,2,1,2,2,1,2,1,2,1
"631","F",2,1,2,1,2,2,2,0.46454,0,0,1,1,1,1,2,0,-2,1,1,0.75,0,0.75,1,0,1,1,3,3,1,3,1,1,2,1,1,0,2,3,1,2,1,2,3,2,1
"632","F",2,1,4,1,1,2,3,0.966,0,0,1,2,1,1,1,2,-2,1,2,0.875,0,0.75,0,0,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,2,1,2,1,2,1
"633","M",1,2,12,2,1,1,2,4.00586,1,1,3,4,4,5,0,-1,2,1,2,0.375,1,0.75,0,1,0,0,2,2,2,2,4,2,1,2,3,0,2,2,1,2,2,2,2,2,1
"634","F",2,2,12,2,2,1,2,0.85871,1,1,3,4,4,5,2,1,1,1,5,0.875,0.75,0.75,1,0,1,0,2,2,2,2,4,2,2,2,3,0,2,2,1,3,3,1,2,1,4
"635","F",2,1,9,1,2,2,2,0.33244,0,0,1,3,3,2,-1,-1,-2,1,-3,0.25,0,0.75,1,0,1,1,3,3,1,3,1,1,2,1,1,0,2,1,1,2,1,2,1,2,1
"636","M",2,1,5,1,1,2,1,0.56309,0,0,1,2,2,1,-1,0,0,1,0,0.375,0.5,0.75,1,0,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,2,2,2,1,2
"637","F",2,2,10,2,2,1,2,0.57786,1,1,3,5,5,5,2,2,2,2,8,1,1,1,1,0,1,0,2,2,2,2,4,2,2,2,3,0,2,1,1,2,3,1,1,1,3
"638","F",2,2,10,2,1,1,1,0.4581,1,1,3,5,5,5,-2,-1,1,2,0,0.125,0.75,1,1,0,1,1,2,2,2,2,5,2,1,2,3,0,1,1,1,2,3,1,2,1,4
"639","F",2,1,9,1,1,9,1,0.85499,0,0,2,3,3,3,-2,-2,-2,1,-5,0,0,0.75,1,0,0,1,1,1,1,1,5,1,1,3,1,1,1,1,1,2,1,2,1,2,1
"640","M",1,2,12,2,1,1,2,1.89379,1,1,3,4,5,5,-1,-2,2,2,1,0.125,1,1,0,1,1,0,2,2,2,2,4,2,1,2,2,0,2,2,3,3,2,2,2,2,1
"641","F",2,1,1,1,2,2,2,1.01831,0,0,1,1,1,1,-2,-2,-2,2,-4,0,0,1,0,0,1,1,3,3,1,3,1,1,2,1,1,0,2,1,1,2,1,2,1,2,1
"642","M",1,2,12,2,9,1,1,1.89379,1,1,3,4,5,5,0,-1,2,1,2,0.375,1,0.75,0,1,1,0,2,2,2,2,5,2,3,2,2,0,1,NA,NA,3,3,1,3,1,NA
"643","F",1,2,12,2,1,1,1,0.88569,1,1,3,4,5,5,-1,-1,0,2,0,0.25,0.5,1,1,1,1,0,2,2,2,2,1,2,1,2,3,0,1,1,1,3,3,3,3,1,NA
"644","M",1,2,10,2,9,1,1,0.986,1,1,3,5,4,5,-1,-2,2,2,1,0.125,1,1,1,1,0,0,2,2,2,2,5,2,3,2,3,0,1,3,3,3,3,1,2,3,4
"645","M",1,9,9,1,1,2,2,0.50953,0,0,2,3,3,3,0,1,1,2,4,0.625,0.75,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,3,1,2,1,2,1,2,1
"646","M",1,1,1,1,2,2,2,1.11694,0,0,1,1,2,1,1,1,-1,2,3,0.75,0.25,1,0,1,1,1,3,3,5,3,5,1,2,1,1,0,2,1,2,2,1,2,1,2,1
"647","M",1,1,9,1,1,2,2,2.74398,0,0,2,3,3,3,-2,-1,1,-2,-4,0.125,0.75,0,0,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,2,1,2,1
"648","F",2,2,12,2,1,1,1,0.44068,1,1,3,4,4,5,-1,-1,1,2,1,0.25,0.75,1,1,0,1,1,2,2,2,2,4,2,1,2,3,0,1,3,3,3,3,1,2,1,4
"649","F",1,2,12,2,9,1,1,0.86392,1,1,3,4,3,4,1,0,-1,2,2,0.625,0.25,1,1,1,1,0,2,2,2,2,5,2,3,2,2,0,1,1,2,3,3,1,2,1,4
"650","M",1,2,12,2,9,1,1,2.36262,1,1,3,4,5,5,2,2,2,2,8,1,1,1,0,1,0,1,2,2,2,2,5,2,3,2,3,0,1,2,1,3,3,1,1,1,3
"651","M",1,1,1,1,2,2,3,0.36464,0,0,1,1,1,1,-1,-2,-2,1,-4,0.125,0,0.75,1,1,1,1,3,3,1,3,1,1,2,1,1,0,3,1,1,2,1,2,1,2,1
"652","M",1,2,11,2,1,1,2,3.29277,1,1,3,4,5,5,1,0,2,2,5,0.625,1,1,0,1,0,0,2,2,2,2,4,2,1,2,4,0,2,3,1,3,3,1,2,1,4
"653","M",2,1,4,1,1,2,3,0.93215,0,0,2,2,3,3,1,2,0,-2,1,0.875,0.5,0,1,0,0,1,1,1,1,1,4,1,1,1,1,1,3,1,1,2,2,2,1,1,2
"654","F",1,2,6,2,2,1,1,0.81261,1,1,2,2,4,3,-1,-1,-1,2,-1,0.25,0.25,1,1,1,0,1,2,2,2,2,5,2,2,2,3,0,1,1,1,3,3,1,2,1,4
"655","M",1,1,1,1,2,2,1,0.81261,0,0,3,1,4,5,0,0,-1,2,1,0.5,0.25,1,1,1,0,1,1,1,1,1,5,1,2,1,1,1,1,1,1,2,3,2,1,3,NA
"656","F",1,2,12,2,9,1,2,0.50953,1,1,3,4,5,5,-1,-2,1,1,-1,0.125,0.75,0.75,1,1,1,1,2,2,2,2,4,2,3,2,2,0,2,1,3,3,3,1,2,1,4
"657","F",2,1,5,1,1,9,2,0.6478,0,0,1,2,2,1,2,2,-1,1,4,1,0.25,0.75,1,0,1,0,1,1,1,1,5,1,1,3,3,0,2,1,3,3,2,2,1,1,2
"658","M",1,2,10,2,9,1,2,1.64844,1,1,2,5,4,3,2,1,2,2,7,0.875,1,1,0,1,0,0,2,2,2,2,4,2,3,2,3,0,2,1,1,3,3,2,1,1,2
"659","F",2,1,9,1,1,9,2,0.56309,0,0,2,3,3,3,2,1,0,1,4,0.875,0.5,0.75,1,0,1,1,1,1,1,1,5,1,1,3,1,1,2,1,1,2,2,2,1,3,NA
"660","F",2,1,4,1,1,2,2,4.6894,0,0,1,2,2,1,-1,-1,-2,-1,-5,0.25,0,0.25,0,0,1,0,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,2,1,2,1
"661","F",2,9,9,1,1,2,1,0.85871,0,0,3,3,4,5,1,-2,-1,2,0,0.375,0.25,1,1,0,1,0,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,2,1
"662","F",1,2,12,2,2,1,3,1.3539,1,1,3,4,5,5,1,-2,1,1,1,0.375,0.75,0.75,0,1,1,1,2,2,2,2,5,2,2,2,2,0,3,2,2,3,3,2,2,1,2
"663","F",2,2,10,1,1,9,2,0.40297,1,1,3,5,4,5,0,-1,1,2,2,0.375,0.75,1,1,0,1,1,1,1,1,1,5,1,1,3,3,0,2,1,2,2,1,3,1,2,NA
"664","M",1,9,9,1,1,9,1,0.45452,0,0,2,3,3,3,-1,-1,-2,2,-2,0.25,0,1,1,1,1,1,1,1,1,1,5,1,1,3,1,1,1,1,1,2,1,2,1,2,1
"665","M",1,1,2,1,2,2,2,1.11694,0,0,1,1,1,1,1,2,-2,-1,0,0.875,0,0.25,0,1,1,1,3,3,1,3,1,1,2,1,1,0,2,1,1,3,1,2,1,2,1
"666","F",1,2,10,2,1,1,3,0.88569,1,1,3,5,5,5,-1,-1,-1,1,-2,0.25,0.25,0.75,1,1,1,0,2,2,2,2,4,2,1,2,3,0,3,2,1,2,2,2,1,2,1
"667","F",2,2,10,2,2,1,3,0.87654,1,1,3,5,3,4,1,1,0,2,4,0.75,0.5,1,1,0,0,1,2,2,2,2,5,2,2,2,3,0,3,2,1,3,3,1,1,1,3
"668","M",1,2,9,9,1,1,2,4.83673,1,0,3,3,4,5,0,-1,0,0,-1,0.375,0.5,0.5,0,1,1,0,5,5,5,5,5,3,1,2,2,0,2,1,2,2,2,1,1,2,3
"669","F",1,2,12,2,1,1,2,0.61763,1,1,3,4,4,5,0,-1,1,2,2,0.375,0.75,1,1,1,1,1,2,2,2,2,4,2,1,2,2,0,2,1,2,3,3,1,2,2,4
"670","F",2,1,9,1,1,1,2,0.78763,0,0,3,3,3,4,-2,-2,-2,2,-4,0,0,1,1,0,1,0,1,1,1,1,2,1,1,2,2,0,2,1,1,2,3,1,2,1,4
"671","F",1,2,10,2,2,1,1,2.63821,1,1,3,5,4,5,2,2,1,2,7,1,0.75,1,0,1,1,0,2,2,2,2,5,2,2,2,3,0,1,3,3,3,3,3,3,3,NA
"672","F",1,1,3,1,1,2,3,0.35959,0,0,2,2,3,3,1,0,-2,1,0,0.625,0,0.75,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,2,1,2,1,2,1
"673","F",2,1,1,1,2,2,2,1.01831,0,0,1,1,1,1,-2,0,-2,-1,-5,0.25,0,0.25,0,0,1,1,3,3,1,3,1,1,2,1,1,0,2,1,2,2,1,2,1,2,1
"674","M",1,1,7,1,1,9,2,1.57638,0,0,2,3,3,3,-2,-2,-2,0,-6,0,0,0.5,0,1,0,1,1,1,1,1,5,1,1,3,1,1,2,1,1,2,1,2,1,2,1
"675","F",1,2,12,2,9,1,1,1.00589,1,1,2,4,3,3,2,1,0,2,5,0.875,0.5,1,1,1,0,0,2,2,2,2,5,2,3,2,3,0,1,3,1,3,3,1,2,3,4
"676","M",2,1,2,1,1,2,3,0.4042,0,0,1,1,2,1,2,0,0,2,4,0.75,0.5,1,1,0,1,1,1,1,1,1,3,1,1,1,1,1,3,2,2,2,2,2,1,3,NA
"677","F",2,2,12,2,9,1,1,1.95678,1,1,3,4,3,4,-2,-2,1,2,-1,0,0.75,1,0,0,1,0,2,2,2,2,4,2,3,2,3,0,1,3,2,3,3,1,2,3,4
"678","M",1,9,9,1,1,2,1,0.50247,0,0,3,3,3,4,1,0,1,1,3,0.625,0.75,0.75,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,2,1,2,1,2,1
"679","F",2,1,1,1,2,2,2,4.30126,0,0,1,1,1,1,0,-1,-1,1,-1,0.375,0.25,0.75,0,0,1,0,3,3,1,3,1,1,2,1,1,0,2,1,1,3,1,2,1,2,1
"680","F",2,1,2,1,1,2,1,3.98169,0,0,1,1,3,2,0,1,1,0,2,0.625,0.75,0.5,0,0,0,0,1,1,1,1,5,1,1,1,1,1,1,3,1,2,1,2,1,2,1
"681","F",1,2,12,2,1,1,2,2.06468,1,1,2,4,3,3,2,2,0,1,5,1,0.5,0.75,0,1,1,0,2,2,2,2,4,2,1,2,2,0,2,1,1,3,3,2,1,1,2
"682","M",1,2,12,2,2,1,3,0.99288,1,1,3,4,4,5,2,1,1,1,5,0.875,0.75,0.75,1,1,1,0,2,2,2,2,4,2,2,2,2,0,3,3,3,3,3,1,2,1,4
"683","M",2,2,12,2,1,1,2,1.88236,1,1,2,4,4,3,1,1,2,2,6,0.75,1,1,0,0,1,0,2,2,2,2,4,2,1,2,3,0,2,2,1,3,3,2,1,1,2
"684","M",2,2,10,2,9,1,2,4.40964,1,1,3,5,4,5,-1,1,0,2,2,0.5,0.5,1,0,0,1,0,2,2,2,2,4,2,3,2,3,0,2,3,2,3,3,2,1,1,2
"685","M",2,2,10,2,9,1,2,0.99338,1,1,2,5,4,3,2,2,1,2,7,1,0.75,1,0,0,1,0,2,2,2,2,4,2,3,2,3,0,2,3,1,3,3,1,1,1,3
"686","F",1,1,5,1,2,2,2,0.442,0,0,1,2,2,1,0,-1,-2,2,-1,0.375,0,1,1,1,1,1,3,3,1,3,1,1,2,1,1,0,2,1,1,2,1,2,1,2,1
"687","F",1,1,5,1,1,2,1,1.4125,0,0,1,2,3,2,2,0,0,2,4,0.75,0.5,1,1,1,0,0,1,1,1,1,5,1,1,1,1,1,1,1,1,2,1,2,1,2,1
"688","F",2,2,12,2,2,1,1,0.89266,1,1,3,4,4,5,2,2,1,2,7,1,0.75,1,1,0,1,0,2,2,2,2,5,2,2,2,3,0,1,3,3,3,3,1,1,1,3
"689","M",2,2,10,2,1,1,3,0.46454,1,1,3,5,4,5,-1,2,0,2,3,0.625,0.5,1,1,0,1,1,2,2,2,2,1,2,1,2,3,0,3,1,1,3,3,1,2,1,4
"690","F",2,9,2,1,1,9,1,1.81639,0,0,1,1,3,2,-1,-2,-1,1,-3,0.125,0.25,0.75,1,0,0,0,1,1,1,1,3,1,1,3,1,1,1,1,1,2,2,2,3,2,1
"691","M",2,1,5,1,1,9,1,0.78763,0,0,1,2,3,2,-2,-2,-2,2,-4,0,0,1,1,0,1,0,1,1,1,1,5,1,1,3,1,1,1,1,1,2,3,1,1,1,3
"692","F",1,1,9,1,1,2,2,1.10146,0,0,3,3,4,5,-2,1,-2,2,-1,0.375,0,1,0,1,1,1,1,1,1,1,5,1,1,1,1,1,2,1,1,2,1,2,1,2,1
"693","M",1,2,10,2,2,1,2,0.36464,1,1,3,5,4,5,0,-1,2,2,3,0.375,1,1,1,1,1,1,4,2,2,4,2,2,2,2,4,0,2,1,1,3,3,1,2,1,4
"694","F",1,9,8,9,9,9,2,1.50212,0,0,2,3,3,3,-1,1,0,0,0,0.5,0.5,0.5,1,1,0,0,1,1,1,1,5,3,3,3,1,1,2,1,2,2,2,2,1,2,1
"695","M",2,2,7,2,1,1,2,0.46454,1,0,3,3,3,4,0,-2,1,1,0,0.25,0.75,0.75,1,0,1,1,2,2,2,2,4,2,1,2,2,0,2,1,2,3,3,1,1,1,3
"696","F",2,1,1,1,1,2,2,1.00419,0,0,1,1,1,1,0,0,-2,-1,-3,0.5,0,0.25,0,0,1,1,3,3,1,3,1,1,1,1,1,0,2,1,1,2,1,2,1,2,1
"697","M",1,1,5,1,1,2,3,0.86128,0,0,1,2,4,2,0,-1,0,0,-1,0.375,0.5,0.5,1,1,1,0,1,1,1,1,3,1,1,1,1,1,3,1,1,3,1,2,1,1,2
"698","F",1,2,12,2,1,1,1,4.83673,1,1,3,4,5,5,2,2,1,1,6,1,0.75,0.75,0,1,1,0,2,2,2,2,4,2,1,2,2,0,1,3,2,3,3,2,1,3,NA
"699","M",2,1,8,1,2,2,3,0.54088,0,0,1,3,3,2,0,0,-1,-1,-2,0.5,0.25,0.25,1,0,0,1,1,1,1,1,3,1,2,1,1,1,3,1,3,2,1,2,1,2,1
"700","F",4,2,9,1,1,9,1,5.38687,1,0,3,3,3,4,0,-1,0,2,1,0.375,0.5,1,0,0,0,0,1,1,1,1,5,1,1,3,1,1,1,1,2,2,1,2,2,1,2
